date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:04:37	28301/28301	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jun%202023%2001:07:25%20GMT	https://mycheats.xyz/jogos/csgo-legit	C:/My%20Web%20Sites/latency/mycheats.xyz/jogos/csgo-legit.html	(from https://mycheats.xyz/)
22:04:37	786204/786204	---M--	200	added ('OK')	image/png	etag:%22bff1c-64728f72-18f3311d4af82b37;;;%22	https://mycheats.xyz/app/img/CSGO.png	C:/My%20Web%20Sites/latency/mycheats.xyz/app/img/CSGO.png	(from https://mycheats.xyz/)
22:04:37	29568/29568	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jun%202023%2001:07:26%20GMT	https://mycheats.xyz/jogos/mta-rage	C:/My%20Web%20Sites/latency/mycheats.xyz/jogos/mta-rage.html	(from https://mycheats.xyz/)
22:04:38	883359/883359	---M--	200	added ('OK')	image/png	etag:%22d7a9f-64728f72-9d60077096cfc3e6;;;%22	https://mycheats.xyz/app/img/MTA%20Rage.png	C:/My%20Web%20Sites/latency/mycheats.xyz/app/img/MTA%20Rage.png	(from https://mycheats.xyz/)
22:04:39	19198/19198	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jun%202023%2001:07:27%20GMT	https://mycheats.xyz/jogos/mta-interno	C:/My%20Web%20Sites/latency/mycheats.xyz/jogos/mta-interno.html	(from https://mycheats.xyz/)
22:04:39	714970/714970	---M--	200	added ('OK')	image/png	etag:%22ae8da-64728f72-b2078d6e67a955fa;;;%22	https://mycheats.xyz/app/img/MTA%20Legit.png	C:/My%20Web%20Sites/latency/mycheats.xyz/app/img/MTA%20Legit.png	(from https://mycheats.xyz/)
22:04:39	27716/27716	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jun%202023%2001:07:28%20GMT	https://mycheats.xyz/jogos/samp-interno	C:/My%20Web%20Sites/latency/mycheats.xyz/jogos/samp-interno.html	(from https://mycheats.xyz/)
22:04:39	847534/847534	---M--	200	added ('OK')	image/png	etag:%22ceeae-64728f72-d39845f5cb324167;;;%22	https://mycheats.xyz/app/img/SAMP.png	C:/My%20Web%20Sites/latency/mycheats.xyz/app/img/SAMP.png	(from https://mycheats.xyz/)
22:04:40	19127/19127	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jun%202023%2001:07:28%20GMT	https://mycheats.xyz/jogos/openspades	C:/My%20Web%20Sites/latency/mycheats.xyz/jogos/openspades.html	(from https://mycheats.xyz/)
22:04:40	452900/452900	---M--	200	added ('OK')	image/png	etag:%226e924-64728f72-5f0f66d9430eef80;;;%22	https://mycheats.xyz/app/img/OpenSpades.png	C:/My%20Web%20Sites/latency/mycheats.xyz/app/img/OpenSpades.png	(from https://mycheats.xyz/)
22:04:40	949865/949865	---M--	200	added ('OK')	image/png	etag:%22e7e69-64728f72-f4519cfa798e8864;;;%22	https://mycheats.xyz/app/img/DayZ.png	C:/My%20Web%20Sites/latency/mycheats.xyz/app/img/DayZ.png	(from https://mycheats.xyz/)
22:04:41	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Jun%202023%2001:07:29%20GMT	https://mycheats.xyz/discord	C:/My%20Web%20Sites/latency/mycheats.xyz/discord	(from https://mycheats.xyz/)
22:04:41	2457/2457	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Jan%202022%2021:35:20%20GMT	https://mycheats.xyz/ts3server://mycheats	C:/My%20Web%20Sites/latency/mycheats.xyz/ts3server_/mycheats	(from https://mycheats.xyz/)
22:04:41	16046/16046	---M--	200	added ('OK')	image/png	etag:%223eae-643f3e81-e61776cee32e3de9;;;%22	https://mycheats.xyz/app/assets/img/pix-106.png	C:/My%20Web%20Sites/latency/mycheats.xyz/app/assets/img/pix-106.png	(from https://mycheats.xyz/)
22:04:41	48431/48431	---M-Z	200	added ('OK')	image/svg+xml	etag:%22bd2f-643f3e81-8f6aa60e87bf4238;gz%22	https://mycheats.xyz/app/assets/img/razer-gold.svg	C:/My%20Web%20Sites/latency/mycheats.xyz/app/assets/img/razer-gold.svg	(from https://mycheats.xyz/)
22:04:41	9551/9551	---M--	200	added ('OK')	image/png	etag:%22254f-643f3e80-519ee0d010144024;;;%22	https://mycheats.xyz/app/assets/img/crypto.png	C:/My%20Web%20Sites/latency/mycheats.xyz/app/assets/img/crypto.png	(from https://mycheats.xyz/)
22:04:42	10606/10606	---M--	200	added ('OK')	image/png	etag:%22296e-643f3e80-f7db8728eef350ae;;;%22	https://mycheats.xyz/app/assets/img/Qiwi-icon.png	C:/My%20Web%20Sites/latency/mycheats.xyz/app/assets/img/Qiwi-icon.png	(from https://mycheats.xyz/)
22:04:42	14569/14569	---M--	200	added ('OK')	image/png	etag:%2238e9-643f3e81-788c889996559738;;;%22	https://mycheats.xyz/app/assets/img/paypal-icon.png	C:/My%20Web%20Sites/latency/mycheats.xyz/app/assets/img/paypal-icon.png	(from https://mycheats.xyz/)
22:04:42	53692/53692	---M--	200	added ('OK')	image/png	etag:%22d1bc-643f3e80-7d15393b560e977c;;;%22	https://mycheats.xyz/app/assets/img/Buy-steam-card.png	C:/My%20Web%20Sites/latency/mycheats.xyz/app/assets/img/Buy-steam-card.png	(from https://mycheats.xyz/)
22:04:42	1603/1603	---M-Z	200	added ('OK')	image/svg+xml	etag:%22643-64934b82-aab8f7e420fb9c07;gz%22	https://mycheats.xyz/app/assets/img/stripe.svg	C:/My%20Web%20Sites/latency/mycheats.xyz/app/assets/img/stripe.svg	(from https://mycheats.xyz/)
22:04:42	78376/78376	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213228-643f3e81-5835d93dcfbb8bb5;gz%22	https://mycheats.xyz/app/assets/js/bootstrap.js	C:/My%20Web%20Sites/latency/mycheats.xyz/app/assets/js/bootstrap.js	(from https://mycheats.xyz/)
22:04:43	87462/87462	---M-Z	200	added ('OK')	application/x-javascript	etag:%22155a6-646ab335-53914bc37cc985a3;gz%22	https://mycheats.xyz/app/js/jquery.min.js	C:/My%20Web%20Sites/latency/mycheats.xyz/app/js/jquery.min.js	(from https://mycheats.xyz/)
22:04:43	14239/14239	---M-Z	200	added ('OK')	application/x-javascript	etag:%22379f-643f3e85-563a49f0d6a2e11;gz%22	https://mycheats.xyz/app/js/aos.js	C:/My%20Web%20Sites/latency/mycheats.xyz/app/js/aos.js	(from https://mycheats.xyz/)
22:04:43	1294/1294	---M-Z	200	added ('OK')	application/x-javascript	etag:%2250e-646ab335-33598fff76391c09;gz%22	https://mycheats.xyz/app/js/mycheats.js	C:/My%20Web%20Sites/latency/mycheats.xyz/app/js/mycheats.js	(from https://mycheats.xyz/)
22:04:43	90/90	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225a-643f3e85-803a31917669d889;;;%22	https://mycheats.xyz/app/js/anti-debug.js	C:/My%20Web%20Sites/latency/mycheats.xyz/app/js/anti-debug.js	(from https://mycheats.xyz/)
22:04:44	8784/8784	---M-Z	200	added ('OK')	application/x-javascript	etag:%222250-64728f73-1e5e0c7c4927fdb3;gz%22	https://mycheats.xyz/app/js/vanilla-tilt.min.js	C:/My%20Web%20Sites/latency/mycheats.xyz/app/js/vanilla-tilt.min.js	(from https://mycheats.xyz/)
22:04:44	6440/6440	---M--	200	added ('OK')	image/png	etag:%221928-643f3e80-e1228b0e09e4e132;;;%22	https://mycheats.xyz/app/assets/img/arrow-down.png	C:/My%20Web%20Sites/latency/mycheats.xyz/app/assets/img/arrow-down.png	(from https://mycheats.xyz/app/assets/css/global.css)
22:04:44	1187739/1187739	---M--	200	added ('OK')	image/jpeg	etag:%22121f9b-64728f73-2bf9e2414042ee44;;;%22	https://mycheats.xyz/app/img/mycheatsn_background.jpg	C:/My%20Web%20Sites/latency/mycheats.xyz/app/img/mycheatsn_background.jpg	(from https://mycheats.xyz/app/assets/css/new/custom1.css)
22:04:45	9276/9276	---M--	200	added ('OK')	image/png	etag:%22243c-643f3e81-c1c546a424a71523;;;%22	https://mycheats.xyz/app/assets/img/payment-methods-large.png	C:/My%20Web%20Sites/latency/mycheats.xyz/app/assets/img/payment-methods-large.png	(from https://mycheats.xyz/app/css/mycheatss.css)
22:04:45	125268/125268	---M--	200	added ('OK')	font/woff2	etag:%221e954-643f3e82-7ef8934873334714;;;%22	https://mycheats.xyz/app/css/icons/remixicondf6d.woff2?t=1590207869815	C:/My%20Web%20Sites/latency/mycheats.xyz/app/css/icons/remixicondf6ddf6d.woff2	(from https://mycheats.xyz/app/css/icons/remixicon.css)
22:04:47	403228/403228	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%226271c-643f3e82-a8eebbc777a3311e;gz%22	https://mycheats.xyz/app/css/icons/remixicondf6d.eot?t=1590207869815	C:/My%20Web%20Sites/latency/mycheats.xyz/app/css/icons/remixicondf6ddf6d.eot	(from https://mycheats.xyz/app/css/icons/remixicon.css)
22:04:48	403056/403056	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2262670-643f3e82-8d159faf5857ee5f;gz%22	https://mycheats.xyz/app/css/icons/remixicondf6d.ttf?t=1590207869815	C:/My%20Web%20Sites/latency/mycheats.xyz/app/css/icons/remixicondf6ddf6d.ttf	(from https://mycheats.xyz/app/css/icons/remixicon.css)
22:04:50	172876/172876	---MCZ	200	added ('OK')	application/font-woff	etag:W/%222a34c-643f3e82-bba66d08e6b3add9;;;%22	https://mycheats.xyz/app/css/icons/remixicondf6d.woff?t=1590207869815	C:/My%20Web%20Sites/latency/mycheats.xyz/app/css/icons/remixicondf6ddf6d.woff	(from https://mycheats.xyz/app/css/icons/remixicon.css)
22:04:51	305626/305626	---M--	200	added ('OK')	image/png	etag:%224a9da-643f3e8b-c17cf84d543bc9e2;;;%22	https://mycheats.xyz/app/painel/assets/images/favicon.png	C:/My%20Web%20Sites/latency/mycheats.xyz/app/painel/assets/images/favicon.png	(from https://mycheats.xyz/app/painel/status)
22:04:51	1195562/1195562	---MCZ	200	added ('OK')	image/svg+xml	etag:%22123e2a-643f3e82-db65f5b066e47083;gz%22	https://mycheats.xyz/app/css/icons/remixicondf6d.svg?t=1590207869815	C:/My%20Web%20Sites/latency/mycheats.xyz/app/css/icons/remixicondf6ddf6d.svg	(from https://mycheats.xyz/app/css/icons/remixicon.css)
22:04:52	1160709/1160709	---MCZ	200	added ('OK')	application/x-javascript	etag:%2211b605-643f3e81-b8d5f6dd7b0f047;gz%22	https://mycheats.xyz/app/assets/js/mycheats.js	C:/My%20Web%20Sites/latency/mycheats.xyz/app/assets/js/mycheats.js	(from https://mycheats.xyz/app/painel/status)
22:04:52	167000/167000	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2228c58-643f3e80-b506c1eb2d4cdf95;gz%22	https://mycheats.xyz/app/assets/fonts/Roboto-Light.ttf	C:/My%20Web%20Sites/latency/mycheats.xyz/app/assets/fonts/Roboto-Light.ttf	(from https://mycheats.xyz/app/painel/status)
22:04:52	980441/980441	---M-Z	200	added ('OK')	text/css	etag:%22ef5d9-646ab335-d6bad65b3db0cff6;gz%22	https://mycheats.xyz/app/assets/css/style_new.css	C:/My%20Web%20Sites/latency/mycheats.xyz/app/assets/css/style_new.css	(from https://mycheats.xyz/app/painel/status)
22:04:53	168260/168260	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2229144-643f3e80-b289cade7614288f;gz%22	https://mycheats.xyz/app/assets/fonts/Roboto-Regular.ttf	C:/My%20Web%20Sites/latency/mycheats.xyz/app/assets/fonts/Roboto-Regular.ttf	(from https://mycheats.xyz/app/painel/status)
22:04:53	168644/168644	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22292c4-643f3e80-ac3c081764d50b8a;gz%22	https://mycheats.xyz/app/assets/fonts/Roboto-Medium.ttf	C:/My%20Web%20Sites/latency/mycheats.xyz/app/assets/fonts/Roboto-Medium.ttf	(from https://mycheats.xyz/app/painel/status)
22:04:54	167336/167336	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2228da8-643f3e80-869fc223655e5ec9;gz%22	https://mycheats.xyz/app/assets/fonts/Roboto-Bold.ttf	C:/My%20Web%20Sites/latency/mycheats.xyz/app/assets/fonts/Roboto-Bold.ttf	(from https://mycheats.xyz/app/painel/status)
22:04:54	131736/131736	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2220298-643f3e80-7c8cd996dc4c87d3;gz%22	https://mycheats.xyz/app/assets/fonts/Nunito-Regular.ttf	C:/My%20Web%20Sites/latency/mycheats.xyz/app/assets/fonts/Nunito-Regular.ttf	(from https://mycheats.xyz/app/painel/status)
22:04:56	131672/131672	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2220258-643f3e80-d7095766fb772cee;gz%22	https://mycheats.xyz/app/assets/fonts/Nunito-Bold.ttf	C:/My%20Web%20Sites/latency/mycheats.xyz/app/assets/fonts/Nunito-Bold.ttf	(from https://mycheats.xyz/app/painel/status)
22:04:56	89947/89947	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15f5b%22	https://code.jquery.com/jquery-3.6.3.min.js	C:/My%20Web%20Sites/latency/code.jquery.com/jquery-3.6.3.min.js	(from https://mycheats.xyz/app/painel/status)
22:04:58	49634/49634	---M-Z	200	added ('OK')	text/css	etag:%225eb03ebd-c1e2%22	https://cdnjs.cloudflare.com/ajax/libs/izitoast/1.4.0/css/iziToast.css	C:/My%20Web%20Sites/latency/cdnjs.cloudflare.com/ajax/libs/izitoast/1.4.0/css/iziToast.css	(from https://mycheats.xyz/app/painel/status)
22:04:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2030%20Jun%202023%2001:07:46%20GMT	http://cdn.jsdelivr.net/npm/@sweetalert2/theme-dark@4/dark.css	C:/My%20Web%20Sites/latency/cdn.jsdelivr.net/npm/@sweetalert2/theme-dark@4/dark.46.delayed	(from https://mycheats.xyz/app/painel/status)
22:04:58	35471/35471	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ebd-8a8f%22	https://cdnjs.cloudflare.com/ajax/libs/izitoast/1.4.0/js/iziToast.js	C:/My%20Web%20Sites/latency/cdnjs.cloudflare.com/ajax/libs/izitoast/1.4.0/js/iziToast.js	(from https://mycheats.xyz/app/painel/status)
22:04:58	31240/31240	---M-Z	200	added ('OK')	text/css	etag:W/%227a08-GAukVXl4Oi44Tpj4w8VOEfgRHAs%22	https://cdn.jsdelivr.net/npm/@sweetalert2/theme-dark@4/dark.css	C:/My%20Web%20Sites/latency/cdn.jsdelivr.net/npm/@sweetalert2/theme-dark@4/dark.css	(from https://mycheats.xyz/app/painel/status)
22:04:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2030%20Jun%202023%2001:07:47%20GMT	http://cdn.jsdelivr.net/npm/sweetalert2@11/dist/sweetalert2.min.js	C:/My%20Web%20Sites/latency/cdn.jsdelivr.net/npm/sweetalert2@11/dist/sweetalert2.min.48.delayed	(from https://mycheats.xyz/app/painel/status)
22:04:59	43918/43918	---M-Z	200	added ('OK')	application/javascript	etag:W/%22ab8e-m4WhKLve1GIyXgTNGiBOff7W2os%22	https://cdn.jsdelivr.net/npm/sweetalert2@11/dist/sweetalert2.min.js	C:/My%20Web%20Sites/latency/cdn.jsdelivr.net/npm/sweetalert2@11/dist/sweetalert2.min.js	(from https://mycheats.xyz/app/painel/status)
22:04:59	18675/18675	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jun%202023%2001:07:47%20GMT	https://mycheats.xyz/index	C:/My%20Web%20Sites/latency/mycheats.xyz/index-2.html	(from https://mycheats.xyz/app/painel/status)
22:04:59	12165/12165	---M--	200	added ('OK')	image/png	etag:%222f85-643f3e81-ac928ea6585d42b4;;;%22	https://mycheats.xyz/app/assets/img/logo2-r.png	C:/My%20Web%20Sites/latency/mycheats.xyz/app/assets/img/logo2-r.png	(from https://mycheats.xyz/app/painel/status)
22:05:00	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Jun%202023%2001:07:48%20GMT	https://mycheats.xyz/discord	C:/My%20Web%20Sites/latency/mycheats.xyz/discord	(from https://mycheats.xyz/app/painel/status)
22:05:00	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Jun%202023%2001:07:48%20GMT	https://mycheats.xyz/app/painel/keys	C:/My%20Web%20Sites/latency/mycheats.xyz/app/painel/keys	(from https://mycheats.xyz/app/painel/status)
22:05:00	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Jun%202023%2001:07:48%20GMT	https://mycheats.xyz/app/painel/user	C:/My%20Web%20Sites/latency/mycheats.xyz/app/painel/user	(from https://mycheats.xyz/app/painel/status)
22:05:01	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Jun%202023%2001:07:49%20GMT	https://mycheats.xyz/app/painel/pagamentos	C:/My%20Web%20Sites/latency/mycheats.xyz/app/painel/pagamentos	(from https://mycheats.xyz/app/painel/status)
22:05:01	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Jun%202023%2001:07:49%20GMT	https://mycheats.xyz/discord	C:/My%20Web%20Sites/latency/mycheats.xyz/discord	(from https://mycheats.xyz/app/painel/status)
22:05:01	260/260	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22104-643f3e85-515c16a8820b9b5a;;;%22	https://mycheats.xyz/app/js/dropdownNavbar.js	C:/My%20Web%20Sites/latency/mycheats.xyz/app/js/dropdownNavbar.js	(from https://mycheats.xyz/app/painel/status)
22:05:01	122/122	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%227a-643f3e85-56ed12e02e8f727b;;;%22	https://mycheats.xyz/app/js/preload.js	C:/My%20Web%20Sites/latency/mycheats.xyz/app/js/preload.js	(from https://mycheats.xyz/app/painel/status)
22:05:01	131/131	---MCZ	200	added ('OK')	text/css	etag:W/%2283-643f3e80-6b9e88b5b9f14a55;;;%22	https://mycheats.xyz/app/assets/css/imports.css	C:/My%20Web%20Sites/latency/mycheats.xyz/app/assets/css/imports.css	(from https://mycheats.xyz/termos)
22:05:02	1820/1820	---M-Z	200	added ('OK')	text/css	etag:%2271c-643f3e80-e08131dba2e39675;gz%22	https://mycheats.xyz/app/assets/css/snackbar.css	C:/My%20Web%20Sites/latency/mycheats.xyz/app/assets/css/snackbar.css	(from https://mycheats.xyz/termos)
22:05:02	2457/2457	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Jan%202022%2021:35:20%20GMT	https://mycheats.xyz/app/css/mycheats.css	C:/My%20Web%20Sites/latency/mycheats.xyz/app/css/mycheats.css	(from https://mycheats.xyz/termos)
22:05:02	2457/2457	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Jan%202022%2021:35:20%20GMT	https://mycheats.xyz/assets/img/logo.png	C:/My%20Web%20Sites/latency/mycheats.xyz/assets/img/logo.png	(from https://mycheats.xyz/termos)
22:05:03	3501/3501	---M-Z	200	added ('OK')	application/x-javascript	etag:%22dad-643f3e81-ecadf90049533009;gz%22	https://mycheats.xyz/app/assets/js/core.js	C:/My%20Web%20Sites/latency/mycheats.xyz/app/assets/js/core.js	(from https://mycheats.xyz/termos)
22:05:03	6445/6445	---M-Z	200	added ('OK')	application/x-javascript	etag:%22192d-643f3e81-4e0439288c491104;gz%22	https://mycheats.xyz/app/assets/js/snackbar.js	C:/My%20Web%20Sites/latency/mycheats.xyz/app/assets/js/snackbar.js	(from https://mycheats.xyz/termos)
22:05:03	18362/18362	---M-Z	200	added ('OK')	application/x-javascript	etag:%2247ba-643f3e85-cb03ec25b8933de2;gz%22	https://mycheats.xyz/app/js/popper.min.js	C:/My%20Web%20Sites/latency/mycheats.xyz/app/js/popper.min.js	(from https://mycheats.xyz/termos)
22:05:04	23052/23052	---M-Z	200	added ('OK')	application/x-javascript	etag:%225a0c-643f3e85-b87e3ddd1e4e2006;gz%22	https://mycheats.xyz/app/js/particles.min.js	C:/My%20Web%20Sites/latency/mycheats.xyz/app/js/particles.min.js	(from https://mycheats.xyz/termos)
22:05:04	15166/15166	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jun%202023%2001:07:52%20GMT	https://mycheats.xyz/app/painel/registro	C:/My%20Web%20Sites/latency/mycheats.xyz/app/painel/registro.html	(from https://mycheats.xyz/app/painel/login)
22:05:04	164/164	---MCZ	200	added ('OK')	text/css	etag:W/%22a4-643f3e80-be57f8af86662a53;;;%22	https://mycheats.xyz/app/assets/css/jogos/crossfire.css	C:/My%20Web%20Sites/latency/mycheats.xyz/app/assets/css/jogos/crossfire.css	(from https://mycheats.xyz/jogos/farlight84)
